chr10	200000	1080000
chr10	1200000	3080000
chr10	3120000	3200000
chr10	3240000	4840000
chr10	4880000	5440000
chr10	5480000	6000000
chr10	6040000	6520000
chr10	6560000	11880000
chr10	11920000	12280000
chr10	12320000	13240000
chr10	13280000	13440000
chr10	13480000	13680000
chr10	13720000	14960000
chr10	15000000	15480000
chr10	15520000	15960000
chr10	16840000	16880000
chr10	16920000	17360000
chr10	17400000	17840000
chr10	18280000	18600000
chr10	18640000	19000000
chr10	21400000	23440000
chr10	24560000	24880000
chr10	24920000	25440000
chr10	27080000	27280000
chr10	27400000	27600000
chr10	27680000	28840000
chr10	28880000	28920000
chr10	28960000	29800000
chr10	29840000	30960000
chr10	31000000	32360000
chr10	32400000	32720000
chr10	32760000	35000000
chr10	35040000	35400000
chr10	35440000	35920000
chr10	35960000	37240000
chr10	42600000	43400000
chr10	43440000	44840000
chr10	44880000	45520000
chr10	46400000	46600000
chr10	47960000	48320000
chr10	49200000	49520000
chr10	49560000	50400000
chr10	50520000	50680000
chr10	51720000	52120000
chr10	52400000	53720000
chr10	53760000	54040000
chr10	59840000	60280000
chr10	61080000	61360000
chr10	61560000	61920000
chr10	62240000	63680000
chr10	63720000	64560000
chr10	64600000	65200000
chr10	69320000	69800000
chr10	69840000	70400000
chr10	70440000	70840000
chr10	70880000	71560000
chr10	71600000	71880000
chr10	71920000	72320000
chr10	72360000	73240000
chr10	73280000	73800000
chr10	73840000	74600000
chr10	74640000	75240000
chr10	75280000	75560000
chr10	75600000	76680000
chr10	76720000	78560000
chr10	78600000	79240000
chr10	79280000	79440000
chr10	79480000	80720000
chr10	80760000	80960000
chr10	81680000	82000000
chr10	82120000	82200000
chr10	86040000	86320000
chr10	88160000	88400000
chr10	88440000	88880000
chr10	88920000	88960000
chr10	89160000	89200000
chr10	89320000	90720000
chr10	90760000	91000000
chr10	91040000	91520000
chr10	92640000	93040000
chr10	93080000	93680000
chr10	93720000	94240000
chr10	94280000	95280000
chr10	95320000	96280000
