1	chr7	3080000	3200000	-1	1
2	chr7	3240000	3560000	-1	1
3	chr7	3600000	3680000	-1	1
4	chr7	3880000	4480000	-1	1
5	chr7	4520000	5000000	-1	1
6	chr7	5040000	7160000	-1	1
7	chr7	12080000	13480000	-1	1
8	chr7	13520000	13640000	-1	1
9	chr7	13680000	15200000	-1	1
10	chr7	15440000	15520000	-1	1
11	chr7	16360000	16480000	-1	1
12	chr7	16520000	16880000	-1	1
13	chr7	16920000	17520000	-1	1
14	chr7	17560000	17680000	-1	1
15	chr7	18240000	19480000	-1	1
16	chr7	19520000	19720000	-1	1
17	chr7	19840000	19960000	-1	1
18	chr7	20000000	20320000	-1	1
19	chr7	20360000	20560000	-1	1
20	chr7	24200000	24600000	-1	1
21	chr7	24720000	24760000	-1	1
22	chr7	24920000	25200000	-1	1
23	chr7	25240000	26480000	-1	1
24	chr7	26520000	28000000	-1	1
25	chr7	28040000	29120000	-1	1
26	chr7	29160000	29760000	-1	1
27	chr7	29800000	30880000	-1	1
28	chr7	30920000	31520000	-1	1
29	chr7	31560000	31960000	-1	1
30	chr7	32000000	32040000	-1	1
31	chr7	32080000	32120000	-1	1
32	chr7	32400000	32440000	-1	1
33	chr7	34000000	35000000	-1	1
34	chr7	35040000	36440000	-1	1
35	chr7	36480000	39040000	-1	1
36	chr7	39080000	39320000	-1	1
37	chr7	47520000	50720000	-1	1
38	chr7	50760000	51920000	-1	1
39	chr7	51960000	52280000	-1	1
40	chr7	52320000	52720000	-1	1
41	chr7	52760000	52960000	-1	1
42	chr7	53000000	53280000	-1	1
43	chr7	53320000	54440000	-1	1
44	chr7	54480000	56000000	-1	1
45	chr7	56040000	57160000	-1	1
46	chr7	57200000	58800000	-1	1
47	chr7	58840000	59240000	-1	1
48	chr7	59280000	63040000	-1	1
49	chr7	63080000	66600000	-1	1
50	chr7	67080000	69600000	-1	1
51	chr7	69720000	70000000	-1	1
52	chr7	70040000	70880000	-1	1
53	chr7	70920000	73240000	-1	1
54	chr7	73280000	74800000	-1	1
55	chr7	74840000	86040000	-1	1
56	chr7	86080000	86640000	-1	1
57	chr7	86680000	87240000	-1	1
58	chr7	87280000	88480000	-1	1
59	chr7	88520000	88920000	-1	1
60	chr7	88960000	91040000	-1	1
61	chr7	91080000	91600000	-1	1
62	chr7	91640000	93400000	-1	1
63	chr7	94720000	94760000	-1	1
64	chr7	96280000	97600000	-1	1
65	chr7	97640000	98600000	-1	1
66	chr7	99280000	100280000	-1	1
67	chr7	102680000	104120000	-1	1
68	chr7	104160000	104480000	-1	1
69	chr7	104520000	105600000	-1	1
70	chr7	105640000	106600000	-1	1
71	chr7	106640000	107280000	-1	1
72	chr7	107320000	108960000	-1	1
73	chr7	109000000	109640000	-1	1
74	chr7	109680000	111400000	-1	1
75	chr7	111560000	111640000	-1	1
76	chr7	111760000	113000000	-1	1
77	chr7	113520000	116200000	-1	1
78	chr7	116240000	116640000	-1	1
79	chr7	116680000	117120000	-1	1
80	chr7	117160000	118240000	-1	1
81	chr7	118280000	119520000	-1	1
82	chr7	119560000	120480000	-1	1
83	chr7	120520000	121400000	-1	1
84	chr7	121440000	123280000	-1	1
85	chr7	123320000	123680000	-1	1
86	chr7	123720000	123760000	-1	1
87	chr7	123800000	125240000	-1	1
88	chr7	125280000	125440000	-1	1
89	chr7	125480000	125560000	-1	1
90	chr7	125880000	129160000	-1	1
91	chr7	129200000	129320000	-1	1
92	chr7	129360000	130120000	-1	1
93	chr7	130160000	130640000	-1	1
94	chr7	130680000	132800000	-1	1
95	chr7	132840000	133360000	-1	1
96	chr7	133400000	133880000	-1	1
97	chr7	133920000	134400000	-1	1
98	chr7	134440000	135120000	-1	1
99	chr7	135160000	135880000	-1	1
100	chr7	135920000	152560000	-1	1
101	chr7	47600000	50680000	37	2
102	chr7	59280000	62920000	48	2
103	chr7	63080000	66400000	49	2
104	chr7	66440000	66480000	49	2
105	chr7	74840000	79000000	55	2
106	chr7	79040000	79360000	55	2
107	chr7	79400000	79520000	55	2
108	chr7	79560000	80560000	55	2
109	chr7	80600000	80680000	55	2
110	chr7	80720000	80800000	55	2
111	chr7	80840000	81080000	55	2
112	chr7	81200000	81280000	55	2
113	chr7	81400000	81440000	55	2
114	chr7	81760000	81800000	55	2
115	chr7	81840000	86000000	55	2
116	chr7	125880000	129040000	90	2
117	chr7	129080000	129120000	90	2
118	chr7	136800000	139760000	100	2
119	chr7	139800000	140160000	100	2
120	chr7	140280000	140320000	100	2
121	chr7	140360000	140840000	100	2
122	chr7	140880000	141000000	100	2
123	chr7	141040000	142840000	100	2
124	chr7	142880000	142920000	100	2
125	chr7	142960000	146240000	100	2
126	chr7	146280000	147280000	100	2
127	chr7	147320000	148000000	100	2
128	chr7	148040000	148080000	100	2
129	chr7	148120000	148400000	100	2
130	chr7	148440000	148520000	100	2
131	chr7	148560000	148640000	100	2
132	chr7	148680000	148760000	100	2
133	chr7	148800000	148840000	100	2
134	chr7	148880000	149480000	100	2
135	chr7	149520000	149920000	100	2
136	chr7	149960000	150080000	100	2
137	chr7	150120000	150280000	100	2
138	chr7	150320000	150680000	100	2
139	chr7	150720000	150800000	100	2
140	chr7	150840000	150960000	100	2
141	chr7	151000000	151200000	100	2
142	chr7	151440000	152120000	100	2
143	chr7	152160000	152440000	100	2
144	chr7	152480000	152520000	100	2
145	chr7	59280000	62560000	102	3
146	chr7	62600000	62640000	102	3
147	chr7	62760000	62800000	102	3
148	chr7	62840000	62880000	102	3
149	chr7	63080000	66360000	103	3
150	chr7	74840000	78720000	105	3
151	chr7	78760000	78800000	105	3
152	chr7	78840000	78880000	105	3
153	chr7	82320000	85480000	115	3
154	chr7	85600000	85640000	115	3
155	chr7	85800000	85880000	115	3
156	chr7	142960000	146200000	125	3
