chr18	200000	680000
chr18	2840000	3080000
chr18	3280000	3640000
chr18	5880000	6200000
chr18	6560000	6800000
chr18	7520000	8440000
chr18	8680000	9000000
chr18	9080000	9280000
chr18	9320000	9360000
chr18	9400000	9440000
chr18	9600000	9800000
chr18	10000000	10360000
chr18	10800000	11120000
chr18	11760000	12040000
chr18	12360000	12600000
chr18	13160000	13480000
chr18	13520000	13560000
chr18	17760000	18000000
chr18	18040000	18400000
chr18	18440000	18520000
chr18	18880000	19200000
chr18	19360000	19560000
chr18	19600000	19640000
chr18	20760000	21200000
chr18	21240000	21400000
chr18	21440000	21600000
chr18	31080000	31280000
chr18	31320000	31560000
chr18	31840000	32080000
chr18	32160000	32360000
chr18	32400000	32480000
chr18	41560000	41760000
chr18	42000000	42360000
chr18	42400000	42440000
chr18	43840000	44040000
chr18	44520000	45000000
chr18	45320000	45600000
chr18	51440000	51640000
chr18	51680000	52320000
chr18	52560000	53200000
chr18	53720000	53920000
chr18	54360000	54560000
chr18	55280000	55600000
chr18	57400000	57800000
chr18	58240000	58480000
chr18	58560000	58760000
chr18	63440000	64320000
chr18	69240000	69280000
chr18	69480000	69680000
chr18	69800000	69840000
chr18	70520000	70880000
chr18	70960000	71640000
chr18	71680000	71720000
chr18	71920000	71960000
chr18	72240000	72440000
chr18	74320000	74360000
chr18	74400000	74440000
chr18	74480000	74560000
chr18	74760000	74800000
chr18	74840000	74880000
chr18	75240000	75440000
chr18	75560000	75840000
