chr10	51631852	51702642
chr10	51738021	52033323
chr10	53900587	54094634
chr10	89470501	90169361
chr10	90641034	91205109
chr10	91562470	92338161
chr10	92675955	93171616
chr10	93562675	94326908
chr10	94634373	95435700
chr10	95475574	95653492
chr10	95869348	96054448
chr10	97196570	97236766
chr10	97488162	97594628
chr10	97687898	97988423
chr10	98119146	98445085
chr10	98655968	98805531
chr10	99228423	99334054
chr10	99583041	99960404
chr10	100231455	100923273
chr10	101405967	101743172
chr10	102000123	102129625
chr10	102333463	102545487
chr10	102989441	103153324
chr10	103587656	103689148
chr10	103913593	104167759
chr10	104603778	104889378
chr10	105579955	105616317
chr10	106509308	106598474
chr10	107307329	107340368
chr10	107977484	108262812
chr10	111680289	111883577
chr10	112708484	114063763
chr10	114306333	115039027
chr10	115483214	116151329
chr10	116628076	116759478
chr10	117418004	118048169
chr10	120949272	120991717
chr11	59273785	60172328
chr11	60473690	60699026
chr11	61370648	61663012
chr11	62193619	62323940
chr11	63350372	63424302
chr11	64672077	64844070
chr11	65735273	65777961
chr11	66116543	66152328
chr11	66305938	66534657
chr11	67664862	67843019
chr11	68175831	68369689
chr12	32525516	32946028
chr16	3300762	3945145
chr16	3995555	4263239
chr16	5199149	5446765
chr16	5665737	6445982
chr16	6688938	8407346
chr16	8636228	8936356
chr16	9202757	10101024
chr16	10959014	11352078
chr16	11487092	11848395
chr16	12047888	13851448
chr16	13959078	14424146
chr16	15416764	15509292
chr21	16877185	16977149
chr21	18304584	18450853
chr21	25326033	25393624
chr21	25882738	25973871
chr21	26151715	26918059
chr21	27136269	28692606
chr21	29768268	30177957
chr21	30299760	30421661
chr21	30965665	31036343
chr21	32615969	33123056
chr21	33162298	33655211
chr21	33926937	34091695
chr21	34240211	34692743
chr21	34987421	36107760
chr21	37111140	37221401
chr21	37375702	37720120
chr21	38284512	38325574
chr21	38746073	39039252
chr21	39095094	39167423
chr21	39886895	39966945
chr21	40065021	40511169
chr21	40829219	40886654
chr21	41096739	41151902
chr21	42220128	42256924
chr22	17863845	18115937
chr22	19445282	19686551
chr22	20176050	20342887
chr3	76003186	76158988
chr3	77181906	77322381
chr3	77373076	77750515
chr3	78059547	78080207
chr3	78156977	78250521
chr3	78425915	78473492
chr3	78611315	78734657
chr3	78865787	79136140
chr3	79825838	79892942
chr3	85144245	85181741
chr3	87057817	87362023
chr3	87946805	88079741
chr3	88205164	88295850
chr3	101168268	101392651
chr3	101846666	102154911
chr3	103891016	103935721
chr3	108484351	108958099
chr3	109441195	109593121
chr3	109983609	110078855
chr3	110151352	110480803
chr3	111984892	112418852
chr3	112885199	113305192
chr3	114411982	114923037
chr3	115179994	116975724
chr3	117182446	117250033
chr3	117299043	117541367
chr3	117871007	117903415
chr3	118193267	118799833
chr3	119101019	119137532
chr3	119434563	119968011
chr3	120169440	120220900
chr3	120794971	120865394
chr3	121179067	121417491
chr3	121765522	122462736
chr3	122835641	123497904
chr3	123807552	124002864
chr3	124060796	124726149
chr3	124975490	125711421
chr3	125998224	126075608
chr3	126181164	126732461
chr3	184453324	185111936
chr3	186119388	186876662
chr3	187168614	187731994
chr3	187798971	187875791
chr3	188056578	188411819
chr3	188447678	188892656
chr3	188959164	190410079
chr3	190498497	191116836
chr3	191199216	191330863
chr3	191694531	191779110
chr3	192950664	193257506
chr3	193409676	193561944
chr3	193711456	194565346
chr3	194878116	195483257
chr3	195568258	195701327
chr3	195888121	196756060
chr3	197338898	197824025
chr3	198336672	198695013
chr3	198908946	198962476
chr3	199249747	199256471
chr8	48849170	49033774
chr8	49500683	49982556
chr9	120275	634838
chr9	1693778	1794793
chr9	2041765	2080802
chr9	2394229	2710231
chr9	2846466	4293945
chr9	4428086	5483105
chr9	5877852	6416324
chr9	70381909	70767717
chr9	71267340	71983735
chr9	72101531	72396386
chr9	72550493	73019152
chr9	73180783	73390817
chr9	73670022	73758548
chr9	73943426	74941923
chr9	76114051	76147336
chr9	76288908	76536435
chr9	77686143	78031778
chr9	78700395	78880380
chr9	79005427	80016950
chr9	80241236	81903659
