chr1	40000	120000	2
chr1	640000	920000	2
chr1	960000	1280000	2
chr1	1320000	1680000	2
chr1	2160000	2240000	2
chr1	2440000	2480000	2
chr1	2520000	2640000	2
chr1	2800000	3280000	2
chr1	4080000	4200000	2
chr1	4320000	4680000	2
chr1	4720000	4960000	2
chr1	5600000	5640000	2
chr1	5720000	5840000	2
chr1	5960000	6880000	2
chr1	6920000	7320000	2
chr1	7360000	7480000	2
chr1	7880000	8080000	2
chr1	8200000	8360000	2
chr1	11080000	11160000	2
chr1	11440000	11480000	2
chr1	12680000	13040000	2
chr1	13080000	13480000	2
chr1	13480000	14080000	2
chr1	14120000	14520000	2
chr1	14640000	14840000	2
chr1	14960000	15200000	2
chr1	16240000	16320000	2
chr1	17280000	17320000	2
chr1	17360000	17520000	2
chr1	17600000	17680000	2
chr1	17960000	18160000	2
chr1	19440000	20080000	2
chr1	20320000	20560000	2
chr1	21080000	21280000	2
chr1	21400000	21560000	2
chr1	21680000	21720000	2
chr1	21880000	22000000	2
chr1	22160000	22200000	2
chr1	22680000	23000000	2
chr1	23040000	23200000	2
chr1	23240000	23480000	2
chr1	23600000	23880000	2
chr1	23920000	24080000	2
chr1	24120000	24640000	2
chr1	24680000	24800000	2
chr1	24840000	25080000	2
chr1	25680000	25720000	2
chr1	25880000	25960000	2
chr1	27160000	27280000	2
chr1	27600000	27960000	2
chr1	27960000	28280000	2
chr1	28520000	28720000	2
chr1	28960000	29000000	2
chr1	29000000	29040000	2
chr1	29480000	29560000	2
chr1	29600000	29760000	2
chr1	29800000	30520000	2
chr1	30560000	30800000	2
chr1	30920000	31000000	2
chr1	31160000	33200000	2
chr1	33240000	33840000	2
chr1	33880000	34160000	2
chr1	34160000	34360000	2
chr1	34520000	34800000	2
chr1	35000000	35040000	2
chr1	35280000	36160000	2
chr1	37000000	37520000	2
chr1	37760000	38520000	2
chr1	39200000	39360000	2
chr1	39400000	39440000	2
chr1	39480000	39960000	2
chr1	40400000	40440000	2
chr1	41040000	41120000	2
chr1	41600000	42040000	2
chr1	42080000	42240000	2
chr1	42280000	42360000	2
chr1	42520000	42720000	2
chr1	45000000	45200000	2
chr1	45400000	45480000	2
chr1	45520000	45840000	2
chr1	45960000	46360000	2
chr1	46880000	46960000	2
chr1	48000000	48240000	2
chr1	48280000	48560000	2
chr1	48680000	48920000	2
chr1	49080000	49120000	2
chr1	49880000	50360000	2
chr1	50600000	50640000	2
chr1	50640000	50760000	2
chr1	51440000	51720000	2
chr1	51760000	52280000	2
chr1	52320000	52680000	2
chr1	53280000	53920000	2
chr1	54080000	54640000	2
chr1	55120000	55200000	2
chr1	55440000	55560000	2
chr1	55960000	56200000	2
chr1	56240000	57160000	2
chr1	57200000	57840000	2
chr1	58600000	59240000	2
chr1	60240000	60480000	2
chr1	60520000	60760000	2
chr1	60800000	61240000	2
chr1	61400000	61640000	2
chr1	61680000	61880000	2
chr1	61880000	62040000	2
chr1	62160000	62480000	2
chr1	62520000	62600000	2
chr1	62920000	63000000	2
chr1	63120000	63240000	2
chr1	63280000	63600000	2
chr1	63640000	63840000	2
chr1	63880000	64000000	2
chr1	64560000	64640000	2
chr1	64760000	64840000	2
chr1	64920000	65000000	2
chr1	65800000	66240000	2
chr1	66280000	66480000	2
chr1	66520000	67120000	2
chr1	67320000	67400000	2
chr1	68120000	69080000	2
chr1	69320000	70520000	2
chr1	70560000	71200000	2
chr1	71200000	71400000	2
chr1	71520000	72320000	2
chr1	72480000	72640000	2
chr1	72840000	73480000	2
chr1	73480000	74320000	2
chr1	74360000	75840000	2
chr1	76600000	76720000	2
chr1	78080000	78160000	2
chr1	78520000	79200000	2
chr1	79920000	80360000	2
chr1	81240000	81880000	2
chr1	82000000	82160000	2
chr1	82720000	82760000	2
chr1	83120000	83280000	2
