chr13	42604213	42617815	3
chr3	58549279	59120955	3
chr3	59141791	59321141	3
chr3	59321141	59803950	3
chr3	60138233	60310517	3
chr3	60633684	60771063	3
chr3	61288587	61689719	3
chr3	63594091	64009700	3
chr3	26287348	27638787	3
chr3	25146742	26225158	3
chr3	24876844	25103268	3
chr3	23192949	24838799	3
chr14	52323766	52598781	3
chr10	75406956	76081444	3
chr10	76193033	77885788	3
chr10	77983804	78196993	3
chr10	78196993	78508039	3
chr10	78679879	79940101	3
chr3	57444951	57618607	3
chr3	53345228	56784577	3
chr3	15310364	15364060	3
chr10	49384361	50217175	3
chr10	48513833	49351158	3
chr10	86805993	86924490	3
chr10	86766568	86805993	3
chr10	85839396	86068082	3
chr10	85326801	85633226	3
chr10	85250137	85324014	3
chr10	83036305	84654080	3
chr10	82553112	83020307	3
chr14	52740352	56435341	3
chr14	56497499	56711426	3
chr14	56767680	56969285	3
chr14	57866249	58629410	3
chr14	20909816	21361737	3
chr14	21420615	22896810	3
chr14	23068463	23380366	3
chr14	23415396	23546933	3
chr14	23797938	23850572	3
chr14	24182425	24255965	3
chr14	24526170	24751835	3
chr13	25200553	25498575	3
chr13	20207278	20682154	3
chr13	22037840	23366320	3
chr13	50489594	50715454	3
chr13	51421103	51726472	3
chr8	26778841	27253650	3
chr8	25617503	26699645	3
chr8	23103845	24624808	3
chr8	22684551	22805460	3
chr8	21384310	22638982	3
chr8	20254220	20737271	3
chr13	49668405	49799099	3
chr13	49314542	49507041	3
chr13	45491294	48205634	3
chr13	55558520	57362536	3
chr13	57424225	57609161	3
chr13	57695763	58170824	3
chr13	59126567	59382454	3
chr13	59617098	59695951	3
chr13	59830514	59861681	3
chr13	59942485	60251790	3
chr13	60707134	60872298	3
chr13	61463733	61790222	3
chr13	61893545	62875616	3
chr13	63098321	63551563	3
chr13	64404037	64549498	3
chr13	65157397	65284496	3
chr13	66166525	66229228	3
chr13	66478704	67852355	3
chr13	67999171	68286928	3
chr13	68286928	68983964	3
chr13	69136460	69545675	3
chr13	70603126	71524078	3
chr13	71747725	73435661	3
chr13	73564014	74437530	3
chr13	74932284	75052392	3
chr13	75898991	76534668	3
chr13	78061699	78309507	3
chr13	78485104	78506224	3
chr13	79531469	79730832	3
chr13	79821451	79847152	3
chr13	80013223	80077967	3
chr13	80516594	81852328	3
chr13	82056156	83049772	3
chr13	83053179	84676144	3
chr13	84760751	87862315	3
chr13	88164430	88324383	3
chr13	88364325	89924570	3
chr13	89965839	90647093	3
chr13	91125596	91215318	3
chr13	91510744	91661250	3
chr13	91702996	92068460	3
chr16	3292735	4187209	3
chr16	4371082	4524173	3
chr16	4552378	8131022	3
chr16	8131939	8244407	3
chr16	8857852	8971172	3
chr16	9240030	9317433	3
chr16	9746845	10154620	3
chr16	11302118	12140387	3
chr16	13169064	13340494	3
chr16	13554715	13897139	3
chr16	14644423	16003662	3
chr8	49176645	49839060	3
chr8	48871818	49043265	3
chr8	48540026	48719846	3
chr12	32700609	32746495	3
chr22	21257610	21295877	3
chr22	19783526	19989693	3
chr22	19691556	19735937	3
chr22	19316316	19377799	3
chr3	183039616	183070501	3
chr3	183631279	183700683	3
chr3	184200152	185336263	3
chr3	185336263	187354792	3
chr3	187600390	188018848	3
chr3	188464870	188569412	3
chr3	189051716	189249249	3
chr3	189601336	190500724	3
chr3	190829756	191827277	3
chr3	192623884	193778197	3
chr3	194255627	195162473	3
chr3	195428229	197335594	3
chr3	124978213	125096841	3
chr3	124563708	124592918	3
chr3	124081485	124228731	3
chr3	121464381	121799749	3
chr3	119770243	120847957	3
chr3	118893032	119382704	3
chr3	117496752	118014093	3
chr3	116593436	117356567	3
chr3	114578243	115767343	3
chr3	113873970	114432203	3
chr3	113440347	113537339	3
chr3	112535245	112855785	3
chr3	112279489	112486089	3
chr3	109831310	111138213	3
chr3	109206089	109600941	3
chr3	108868622	109111016	3
chr3	106148669	108024212	3
chr3	105262148	105724925	3
chr3	104510642	104535280	3
chr3	103310224	104352437	3
chr3	102779583	102894312	3
chr3	102274867	102569116	3
chr3	102077726	102183031	3
chr3	101751812	101821451	3
chr3	101072871	101544248	3
chr3	99547250	101072871	3
chr3	97542072	99191809	3
chr3	97056203	97482543	3
chr3	96028582	96919076	3
chr3	95616245	95735069	3
chr3	93969536	95032256	3
chr3	89554028	93884176	3
chr3	88462084	89505101	3
chr3	88078886	88167827	3
chr3	86761928	86793306	3
chr3	83642374	83896429	3
chr3	81481606	82678540	3
chr3	80709685	80769792	3
chr3	80124639	80220231	3
chr3	78783097	78884449	3
chr3	77290386	77536581	3
chr3	76924443	77140372	3
chr21	15928405	15962547	3
chr21	16079007	16135876	3
chr21	16460176	16997167	3
chr21	17093754	17596063	3
chr21	19045641	19306652	3
chr21	19863971	19988763	3
chr21	20287805	20311029	3
chr21	20369659	20859324	3
chr21	21027683	21085772	3
chr21	21637869	21763234	3
chr21	21835871	22168484	3
chr21	22528080	22862443	3
chr21	23329354	24302620	3
chr21	24784117	24818292	3
chr21	25066664	25247244	3
chr21	25821976	25909588	3
chr21	25909588	25948039	3
chr21	30698478	31050191	3
chr21	31298626	31822423	3
chr21	32945063	34027609	3
chr21	34697173	34949472	3
chr21	35004322	35574698	3
chr21	36156448	37066264	3
chr21	38113968	38563867	3
chr21	38836293	39209794	3
chr21	39362096	40171310	3
chr21	40245733	40331457	3
chr21	40546281	40648182	3
chr21	42804355	43068397	3
chr21	43150336	43346012	3
chr11	66065694	68197471	3
chr11	65147486	65555240	3
chr11	64346768	65034760	3
chr11	63948310	64159562	3
chr11	63505114	63620078	3
chr11	63136883	63441697	3
chr11	62104762	62343239	3
chr11	59596405	61906436	3
chr11	58290570	58956547	3
chr11	57876114	57905367	3
chr9	82092723	82760938	3
chr9	82025502	82062150	3
chr9	81406457	81918578	3
chr9	80111587	81148652	3
chr9	79413420	79765386	3
chr9	78279958	79214303	3
chr9	78089736	78149194	3
chr9	76642629	77346615	3
chr9	76222587	76443254	3
chr9	76039455	76111067	3
chr9	75260964	75822947	3
chr9	74852889	75233719	3
chr9	74442621	74643700	3
chr9	73206566	74402306	3
chr9	73133955	73206566	3
chr9	72807331	73104668	3
chr9	71312657	72622637	3
chr9	648437	865640	3
chr9	1118083	2176346	3
chr9	3857841	4338784	3
chr9	4601668	4912752	3
chr10	53638712	54097056	3
chr10	53155255	53244979	3
chr10	52503458	52580967	3
chr10	52363317	52409484	3
chr10	89921555	89990996	3
chr10	90032683	90266370	3
chr10	90408996	90925515	3
chr10	91009160	92550387	3
chr10	92606759	92685975	3
chr10	93901804	96750485	3
chr10	100710253	100769816	3
chr10	101034748	101191382	3
chr10	101229452	101618641	3
chr10	101963012	102100967	3
chr10	102386393	102514365	3
chr10	102649373	102689084	3
chr10	103862325	105415584	3
chr10	105862449	106086250	3
chr10	106299199	106344976	3
chr10	106752533	107168468	3
chr10	107340464	107942148	3
chr10	108124663	108434532	3
chr10	108474757	108913620	3
chr10	109212013	109337971	3
chr10	109823548	110014478	3
chr10	110810925	111773531	3
chr10	113288957	113524889	3
chr10	113732667	113764592	3
chr10	114294048	115076286	3
chr10	115246079	115741025	3
chr10	116232579	116714846	3
chr10	116714846	116757380	3
chr10	117548168	118045406	3
chr10	118510959	118809080	3
chr10	118826690	119065498	3
chr10	120619055	120883753	3
chr10	120931799	121025660	3
chr7	91774081	92484261	3
chr7	91201905	91497199	3
chr7	90891813	91033485	3
chr7	90415708	90753570	3
chr7	89780950	89810602	3
chr7	89353827	89537614	3
chr7	88020091	88872236	3
chr7	87786450	87862420	3
chr7	86323084	86678364	3
chr7	85536130	86116659	3
chr7	84846155	85274412	3
chr7	84523668	84797829	3
chr7	83774700	84089865	3
chr7	83469404	83731557	3
chr7	82787120	83467757	3
chr7	81885962	82334352	3
chr7	80094730	81576057	3
chr7	79649062	79715714	3
chr7	79484422	79577567	3
chr7	78315175	78918972	3
chr7	77704081	77943673	3
chr7	77055822	77090115	3
chr7	103620210	104222277	3
chr7	104363113	104479816	3
chr7	104575710	105041732	3
chr7	23143528	23179284	3
chr7	150551144	150568835	3
chr7	150658220	150785727	3
chr7	150832469	151410153	3
chr7	151614868	152178142	3
chr7	152221173	152554546	3
chr7	152851570	152945919	3
chr7	153819796	153871490	3
chr7	154450671	155161842	3
chr7	155429953	155494094	3
chr7	155537095	155631484	3
chr7	155754666	155774311	3
chr7	156069090	156228989	3
chr7	156229345	156262371	3
chr2	26394144	26817840	3
chr2	26905355	27148040	3
chr2	27196831	27414718	3
chr2	27442954	27788566	3
chr2	28113245	28348964	3
chr18	800057	878355	3
chr22	32015720	32507108	3
chr4	1983284	2149857	3
chr4	2229771	2252605	3
chr4	3030798	3273352	3
chr4	6050476	7172962	3
chr4	5500701	5998395	3
chr4	4536077	5141998	3
chr4	11693975	11732239	3
chr4	12144274	12520327	3
chr4	12801294	12958611	3
chr4	12962043	13036689	3
chr4	13080112	13207533	3
chr4	13770654	14107504	3
chr4	14443823	14588077	3
chr4	14773146	14865367	3
chr4	14982516	15023479	3
chr4	15321507	15684006	3
chr4	15801167	16070540	3
chr4	16824086	17333831	3
chr4	17334164	17406671	3
chr4	18658410	19320356	3
chr4	19371596	19657698	3
chr4	19667649	19708910	3
chr4	20046085	20554277	3
chr4	21614281	21744940	3
chr4	22445805	22690117	3
chr4	22718175	23240293	3
chr4	23987102	24555050	3
chr4	25454978	25859111	3
chr4	27171266	27253644	3
chr4	27521452	27950235	3
chr4	28678805	28882795	3
chr4	29239124	29963890	3
chr4	30171542	30690099	3
chr4	31143816	31296014	3
chr4	31874971	32979752	3
chr4	33644539	33661030	3
chr4	34108168	34272079	3
chr4	34302797	34404017	3
chr4	35063747	35811646	3
chr4	36078297	36128054	3
chr4	36345600	37099306	3
chr4	37099306	37269577	3
chr4	38548090	38952234	3
chr4	39267653	39315723	3
chr4	39362445	39670912	3
chr4	40682660	40897807	3
chr4	40899071	41270658	3
chr4	41438149	41695622	3
chr4	42025647	43032773	3
chr4	43190831	43228991	3
chr4	43784675	44382011	3
chr4	44563528	45078857	3
chr4	45140912	45374531	3
chr4	45409300	45622845	3
chr4	46927434	47135340	3
chr4	47732934	48897212	3
chr4	53111395	53292919	3
