1	chr14	8600000	8800000	-1	1
2	chr14	8840000	13360000	-1	1
3	chr14	13400000	14040000	-1	1
4	chr14	14160000	14760000	-1	1
5	chr14	14800000	14960000	-1	1
6	chr14	15200000	15280000	-1	1
7	chr14	15400000	15640000	-1	1
8	chr14	16040000	19040000	-1	1
9	chr14	19080000	20200000	-1	1
10	chr14	20440000	21120000	-1	1
11	chr14	21160000	21840000	-1	1
12	chr14	21880000	22640000	-1	1
13	chr14	22680000	25280000	-1	1
14	chr14	25320000	26480000	-1	1
15	chr14	26520000	26640000	-1	1
16	chr14	27080000	28280000	-1	1
17	chr14	28320000	30760000	-1	1
18	chr14	30800000	31960000	-1	1
19	chr14	32000000	33320000	-1	1
20	chr14	33360000	34200000	-1	1
21	chr14	34880000	35560000	-1	1
22	chr14	35600000	37920000	-1	1
23	chr14	37960000	42040000	-1	1
24	chr14	44240000	44360000	-1	1
25	chr14	44640000	44840000	-1	1
26	chr14	45120000	45880000	-1	1
27	chr14	45920000	46360000	-1	1
28	chr14	46400000	47360000	-1	1
29	chr14	47400000	47840000	-1	1
30	chr14	47880000	48160000	-1	1
31	chr14	48200000	49800000	-1	1
32	chr14	49840000	50360000	-1	1
33	chr14	50400000	51360000	-1	1
34	chr14	51400000	51680000	-1	1
35	chr14	51720000	51880000	-1	1
36	chr14	52320000	52400000	-1	1
37	chr14	52520000	52960000	-1	1
38	chr14	53000000	53360000	-1	1
39	chr14	54400000	55240000	-1	1
40	chr14	55280000	56120000	-1	1
41	chr14	56160000	56520000	-1	1
42	chr14	56560000	58520000	-1	1
43	chr14	58560000	61040000	-1	1
44	chr14	61080000	61880000	-1	1
45	chr14	61920000	63600000	-1	1
46	chr14	63640000	64680000	-1	1
47	chr14	64720000	65880000	-1	1
48	chr14	65920000	66880000	-1	1
49	chr14	66920000	67560000	-1	1
50	chr14	67600000	68560000	-1	1
51	chr14	68600000	69080000	-1	1
52	chr14	69240000	69720000	-1	1
53	chr14	69840000	69920000	-1	1
54	chr14	69960000	70160000	-1	1
55	chr14	70200000	71120000	-1	1
56	chr14	72920000	73880000	-1	1
57	chr14	73920000	73960000	-1	1
58	chr14	74000000	75080000	-1	1
59	chr14	75120000	75400000	-1	1
60	chr14	75440000	76200000	-1	1
61	chr14	76240000	77400000	-1	1
62	chr14	77440000	78880000	-1	1
63	chr14	78920000	80000000	-1	1
64	chr14	80040000	83720000	-1	1
65	chr14	86360000	87800000	-1	1
66	chr14	87840000	88920000	-1	1
67	chr14	89400000	89440000	-1	1
68	chr14	90680000	94320000	-1	1
69	chr14	97320000	99400000	-1	1
70	chr14	99440000	102040000	-1	1
71	chr14	102080000	104080000	-1	1
72	chr14	104120000	105480000	-1	1
73	chr14	105520000	106800000	-1	1
74	chr14	112080000	112120000	-1	1
75	chr14	113320000	115160000	-1	1
76	chr14	115200000	115800000	-1	1
77	chr14	115840000	118480000	-1	1
78	chr14	118520000	119280000	-1	1
79	chr14	119320000	122160000	-1	1
80	chr14	122200000	123680000	-1	1
81	chr14	123720000	125160000	-1	1
