chr13	19160000	19240000
chr13	19440000	19600000
chr13	19680000	19960000
chr13	20000000	20320000
chr13	20480000	20560000
chr13	21000000	21080000
chr13	21120000	21840000
chr13	22120000	22280000
chr13	22840000	23400000
chr13	23440000	23680000
chr13	24120000	24160000
chr13	24600000	24720000
chr13	24760000	24840000
chr13	24920000	25360000
chr13	25680000	26200000
chr13	26240000	26400000
chr13	26480000	26800000
chr13	26880000	27280000
chr13	27640000	28160000
chr13	28200000	28240000
chr13	28520000	28640000
chr13	28960000	29200000
chr13	29240000	29600000
chr13	29640000	30560000
chr13	30680000	31280000
chr13	31360000	32040000
chr13	32080000	33200000
chr13	33280000	34680000
chr13	34720000	35400000
chr13	35480000	36320000
chr13	36520000	37080000
chr13	37120000	38320000
chr13	38560000	39120000
chr13	39200000	40120000
chr13	40440000	40520000
chr13	40560000	40800000
chr13	40840000	41680000
chr13	41800000	41880000
chr13	42000000	43320000
chr13	43400000	43960000
chr13	44000000	44440000
chr13	44520000	44760000
chr13	44960000	45000000
chr13	45080000	45760000
chr13	46000000	46200000
chr13	46280000	47440000
chr13	47600000	48160000
chr13	48280000	48720000
chr13	48760000	49040000
chr13	49160000	49320000
chr13	49440000	50520000
chr13	50640000	50800000
chr13	50840000	51280000
chr13	51320000	51400000
chr13	51520000	51560000
chr13	51840000	51880000
chr13	52200000	52280000
chr13	52320000	52440000
chr13	52640000	52720000
chr13	52840000	52880000
chr13	52920000	52960000
chr13	53080000	53120000
chr13	54240000	54280000
chr13	54800000	54840000
chr13	55800000	55840000
chr13	57160000	57200000
chr13	57360000	57400000
chr13	57560000	57600000
chr13	57760000	57800000
chr13	58080000	58200000
chr13	58360000	58800000
chr13	58840000	59960000
chr13	60440000	60520000
chr13	60880000	60920000
chr13	61680000	67280000
chr13	68840000	68880000
chr13	70320000	70440000
chr13	70760000	71400000
chr13	71880000	71960000
chr13	72240000	73200000
chr13	73240000	74800000
chr13	74840000	74880000
chr13	75040000	75280000
chr13	75360000	76440000
chr13	76520000	77000000
chr13	77080000	78560000
chr13	78880000	79000000
chr13	79160000	79840000
chr13	80320000	80360000
chr13	80640000	84360000
chr13	84400000	85360000
chr13	86280000	86760000
chr13	87040000	87080000
chr13	88120000	88160000
chr13	88640000	88680000
chr13	89720000	90160000
chr13	90560000	90720000
chr13	90960000	91000000
chr13	91640000	93960000
chr13	94200000	94360000
chr13	94520000	94600000
chr13	94640000	94840000
chr13	95000000	95280000
chr13	95560000	95600000
chr13	96440000	97120000
chr13	97320000	97880000
chr13	97920000	98240000
chr13	98320000	98560000
chr13	98600000	98760000
chr13	98960000	99080000
chr13	99120000	99160000
chr13	99280000	99360000
chr13	99400000	100000000
chr13	100080000	100560000
chr13	100600000	101240000
chr13	101280000	102000000
chr13	102080000	102240000
chr13	102360000	106600000
chr13	106680000	107600000
chr13	107800000	108280000
chr13	108400000	109560000
chr13	109680000	109800000
chr13	110000000	110360000
chr13	110400000	110720000
chr13	111600000	111680000
chr13	112280000	112320000
chr13	112360000	112520000
chr13	112840000	112960000
chr13	113000000	113200000
chr13	113840000	114000000
chr17	400000	480000
chr17	600000	640000
chr17	880000	920000
chr17	1600000	1640000
chr17	1920000	2120000
chr17	3840000	3960000
chr17	4040000	4120000
chr17	5160000	5240000
chr17	5480000	6160000
