chr6	120768331	120866971
chr6	120908189	121077152
chr16	18682342	18971707
chr16	18481813	18559017
chr16	17680548	17799299
chr16	17387160	17448358
chr10	74703992	74839182
chr5	113636060	113682374
chr5	112890032	113479257
chr5	112792067	112820644
chr5	112675430	112750732
chr5	111830242	112614313
chr11	4765423	4920040
chr11	4021669	4723786
chr11	3246967	3788296
chr5	33338163	33411044
chr5	33444142	33504525
chr10	75609628	75629961
chr10	85440743	85919938
chr8	75325889	77486166
chr15	76816725	77460217
chr15	77818732	78247782
chr15	78451330	78589103
chr15	79039926	79448290
chr15	79571351	79685072
chr15	79926172	80080291
chr15	80114437	80786446
chr15	80887114	81299349
chr15	81905596	82005778
chr15	82159225	82835202
chr15	82995276	83278336
chr15	83466958	83939847
chr15	84042744	84436845
chr15	84603906	85069863
chr15	85128917	85279388
chr15	86092832	88363515
chr15	88786373	88818818
chr5	34191095	34219602
chr5	34326070	34396345
chr5	34938765	34992155
chr5	35143842	35240333
chr5	35572193	35595701
chr5	38550483	38625681
chr5	38164690	38487618
chr5	37819003	38122019
chr5	37705481	37747914
chr5	37618831	37655469
chr5	37142991	37158128
chr5	36873053	36971628
chr5	36550912	36623501
chr5	35994461	36049796
chr5	38752192	38875110
chr5	38910698	38945545
chr5	39021928	39145838
chr5	39179158	39578729
chr5	39782742	39824954
chr5	40036227	40379977
chr5	40662929	40685801
chr5	41498994	41559334
chr5	41713934	41743116
chr5	41965276	42160001
chr5	42255166	43772886
chr5	43856712	44052759
chr5	44073590	44380561
chr5	44443549	44619177
chr5	44702011	45817851
chr5	45865649	46078856
chr5	46110472	46162834
chr5	46316677	46479013
chr5	46952957	47180923
chr5	47376324	48726123
chr5	48851486	49036339
chr5	49287628	49337472
chr5	49760423	50631468
chr5	51026506	51677301
chr5	51706331	52467395
chr5	52532128	52892895
chr5	53020298	53197994
chr5	53536550	53610791
chr5	53685964	54491308
chr5	54617984	64038348
chr5	64323878	64461247
chr5	64496268	64637620
chr5	64694054	65321923
chr5	65412136	65580426
chr5	65609927	65721643
chr5	65802872	65856188
chr5	66010220	66050488
chr5	66225604	66361879
chr5	66789938	66973902
chr5	67094536	67409161
chr5	67450683	67571497
chr5	67719619	67808536
